factor,factor_id,status,direction,n_days,latest_coverage,ls_ar,ls_sr,selected_ar,selected_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir,selected_ic_mean,selected_ic_ir
factor_xx_f15_p30_v30_t40,xx,variant,1,2236,0.936,0.3062453940988489,1.812472824844532,0.3062453940988489,1.812472824844532,0.06301709147411755,1.4461274419756585,0.24322830262473125,1.8916057756264628,0.01640298867697652,1.6804456866030633,0.01640298867697652,1.6804456866030633
factor_xx_f15_p60_v15_t15,xx,variant,1,2236,0.946,0.3100752597561048,1.8112317740012538,0.3100752597561048,1.8112317740012538,0.0630341160048274,1.3828127794475935,0.24704114375127734,1.9199387988506875,0.01712846340309997,1.6847041929726447,0.01712846340309997,1.6847041929726447
factor_xx_f15_p40_v10_t40,xx,variant,1,2236,0.936,0.31163445949032614,1.8083734517188412,0.31163445949032614,1.8083734517188412,0.06361007893191675,1.418195868496225,0.24802438055840942,1.8984358782830044,0.01688283551276934,1.6753495959622366,0.01688283551276934,1.6753495959622366
factor_xx_f15_p40_v30_t20,xx,variant,1,2236,0.944,0.30715324013181705,1.8064966696390223,0.30715324013181705,1.8064966696390223,0.06339131922081404,1.4233132551619319,0.243761920911003,1.8962472445521332,0.01668773608790214,1.6775347253979267,0.01668773608790214,1.6775347253979267
factor_xx_f15_p40_v15_t30,xx,variant,1,2236,0.938,0.3086825232346862,1.805391200896948,0.3086825232346862,1.805391200896948,0.06328324051401665,1.4142129229435854,0.24539928272066958,1.897282400761145,0.01681359399631236,1.6770152609765612,0.01681359399631236,1.6770152609765612
factor_xx_f15_p30_v40_t40,xx,variant,1,2236,0.936,0.30337749968010835,1.8050634968595647,0.30337749968010835,1.8050634968595647,0.06318229798916807,1.4552230554765517,0.2401952016909403,1.879272055684988,0.01620697928070577,1.671955169901715,0.01620697928070577,1.671955169901715
factor_xx_f15_p60_v20_t10,xx,variant,1,2236,0.946,0.3100956820972756,1.8032740472201325,0.3100956820972756,1.8032740472201325,0.06090153334883837,1.3332166742214748,0.2491941487484372,1.9260444577733136,0.017066039904745128,1.6754583455703713,0.017066039904745128,1.6754583455703713
factor_xx_f15_p40_v40_t20,xx,variant,1,2236,0.944,0.3064434794387324,1.7997200766209842,0.3064434794387324,1.7997200766209842,0.06369890716397622,1.4313066547055304,0.24274457227475613,1.8844017055385271,0.01656101759553456,1.6684093259815584,0.01656101759553456,1.6684093259815584
factor_xx_f19_lag30_fw30,xx,variant,1,2236,0.938,0.2874519064028282,1.7973088908347294,0.2874519064028282,1.7973088908347294,0.0917440852954158,1.719727018981234,0.19570782110741244,1.7657177489685705,0.01808836022260827,1.817776551309713,0.01808836022260827,1.817776551309713
factor_xx_f15_p60_v20_t15,xx,variant,1,2236,0.946,0.3072231188972917,1.7939337144355256,0.3072231188972917,1.7939337144355256,0.06289662910661538,1.3800176476703476,0.24432648979067642,1.8979049161228765,0.01688190636533223,1.6627151109062335,0.01688190636533223,1.6627151109062335
factor_xx_f15_p40_v20_t30,xx,variant,1,2236,0.938,0.3056844748234442,1.7918119885346684,0.3056844748234442,1.7918119885346684,0.06329945618373042,1.4168501149175041,0.24238501863971387,1.8787211699353763,0.01658673277167961,1.660193139700125,0.01658673277167961,1.660193139700125
factor_xx_f15_p60_v15_t20,xx,variant,1,2236,0.944,0.30708276102883564,1.7912797043630062,0.30708276102883564,1.7912797043630062,0.06329573490820681,1.3890401361517815,0.2437870261206288,1.8908761470641655,0.01685049244648091,1.656577128324071,0.01685049244648091,1.656577128324071
factor_xx_f19_lag30_fw60,xx,variant,1,2236,0.924,0.2856788761048551,1.786100484875935,0.2856788761048551,1.786100484875935,0.0915156080221147,1.7499178255605865,0.1941632680827404,1.736803434705378,0.017748213426264342,1.7918052936343158,0.017748213426264342,1.7918052936343158
factor_xx_f19_lag30_fw40,xx,variant,1,2236,0.936,0.286915657759141,1.783591773242129,0.286915657759141,1.783591773242129,0.09282202448019033,1.7507701360708339,0.19409363327895074,1.732283127471005,0.017907179765878453,1.7950560530054709,0.017907179765878453,1.7950560530054709
factor_xx_f15_p40_v15_t40,xx,variant,1,2236,0.936,0.3062548532860529,1.7820766101051566,0.3062548532860529,1.7820766101051566,0.06362484213264018,1.4206439292984545,0.24263001115341276,1.8632687454106445,0.01654065676985045,1.6471850381637498,0.01654065676985045,1.6471850381637498
factor_xx_f43_s30_l180,xx,variant,1,2236,0.887,0.2406930982523966,1.781679284001629,0.2406930982523966,1.781679284001629,0.06571061909894578,1.464858912354756,0.17498247915345086,1.752545304227982,0.013221902465452615,1.6544180864021278,0.013221902465452615,1.6544180864021278
factor_xx_f15_p60_v10_t30,xx,variant,1,2236,0.938,0.3071425168840147,1.7782270330798284,0.3071425168840147,1.7782270330798284,0.06343092614498982,1.388965696746081,0.2437115907390249,1.8725852696776883,0.016735356559414934,1.6371140454008188,0.016735356559414934,1.6371140454008188
factor_xx_f19_lag40_fw5,xx,variant,1,2236,0.947,0.28510067720184545,1.7750530279204866,0.28510067720184545,1.7750530279204866,0.08166608969787602,1.5103495874998176,0.20343458750396945,1.8379880071789367,0.0179519037766304,1.7862720059940738,0.0179519037766304,1.7862720059940738
factor_xx_f15_p60_v20_t20,xx,variant,1,2236,0.944,0.3033113083475148,1.7736057784277313,0.3033113083475148,1.7736057784277313,0.06310479219595692,1.3870743423370615,0.24020651615155786,1.8683194147558184,0.016569491365833425,1.6344175009608126,0.016569491365833425,1.6344175009608126
factor_xx_f15_p60_v30_t10,xx,variant,1,2236,0.946,0.30486168768428895,1.7704645120142768,0.30486168768428895,1.7704645120142768,0.060964703906823264,1.3373496160711444,0.2438969837774656,1.8806412734086193,0.016616068136402345,1.6349316500124311,0.016616068136402345,1.6349316500124311
factor_xx_f15_p40_v20_t40,xx,variant,1,2236,0.936,0.3033789061127194,1.7691141620535913,0.3033789061127194,1.7691141620535913,0.06367124893797431,1.4237810207771502,0.2397076571747451,1.8452832837351794,0.016320277289555478,1.6308820851245522,0.016320277289555478,1.6308820851245522
factor_xx_f19_lag40_fw10,xx,variant,1,2236,0.946,0.2872553976669645,1.768061752829666,0.2872553976669645,1.768061752829666,0.08864401281331787,1.6174189018107081,0.19861138485364657,1.7759366243380217,0.018131845014422672,1.7796046823298335,0.018131845014422672,1.7796046823298335
factor_xx_f15_p40_v30_t30,xx,variant,1,2236,0.938,0.3006183113578634,1.7663982675203875,0.3006183113578634,1.7663982675203875,0.06336344095463407,1.423460722909258,0.23725487040322932,1.8429059896893039,0.016166759077365995,1.6267712786129973,0.016166759077365995,1.6267712786129973
factor_xx_f15_p60_v30_t15,xx,variant,1,2236,0.946,0.30221442979123575,1.7624168163750062,0.30221442979123575,1.7624168163750062,0.06294973532271764,1.384128585511342,0.2392646944685181,1.854228413632456,0.016447298512838746,1.6237032490163539,0.016447298512838746,1.6237032490163539
factor_xx_f15_p40_v40_t30,xx,variant,1,2236,0.938,0.2998969937931203,1.7611529502568817,0.2998969937931203,1.7611529502568817,0.06357214644583754,1.4294656936745012,0.2363248473472828,1.8338766829527144,0.016051021319709032,1.6196752426398155,0.016051021319709032,1.6196752426398155
factor_xx_f19_lag40_fw15,xx,variant,1,2236,0.946,0.2856098133753846,1.7575427351634128,0.2856098133753846,1.7575427351634128,0.09147422297643698,1.6689006547538596,0.19413559039894765,1.7359728032760813,0.018019665223342998,1.7671074803989602,0.018019665223342998,1.7671074803989602
factor_xx_f15_p60_v40_t10,xx,variant,1,2236,0.946,0.30268789602028245,1.7565593388884175,0.30268789602028245,1.7565593388884175,0.06106404566514489,1.3412019080957227,0.2416238503551376,1.8607216339678077,0.016403708582177656,1.6179819644524012,0.016403708582177656,1.6179819644524012
factor_xx_f15_p60_v10_t40,xx,variant,1,2236,0.936,0.30382773763957316,1.7529324678226543,0.30382773763957316,1.7529324678226543,0.06361742299030095,1.3934721691568315,0.24021031464927223,1.8365042091494956,0.016438221261626945,1.6071878178018417,0.016438221261626945,1.6071878178018417
factor_xx_f15_p60_v40_t15,xx,variant,1,2236,0.946,0.3003489481546165,1.749848770356168,0.3003489481546165,1.749848770356168,0.06293299237555992,1.3856138862662397,0.23741595577905658,1.8368225434808083,0.01625750744646342,1.6086412869796092,0.01625750744646342,1.6086412869796092
factor_xx_f15_p60_v15_t30,xx,variant,1,2236,0.938,0.3005797396173854,1.7477479746284659,0.3005797396173854,1.7477479746284659,0.06331208108213061,1.3893269572041493,0.2372676585352548,1.832464364487131,0.01632180023634699,1.603591474243776,0.01632180023634699,1.603591474243776
factor_xx_f19_lag40_fw20,xx,variant,1,2236,0.944,0.28320528681189966,1.7469266967873431,0.28320528681189966,1.7469266967873431,0.09221475448679259,1.6906651151424594,0.19099053232510707,1.7096323365816894,0.01783768204237167,1.7537745858370342,0.01783768204237167,1.7537745858370342
factor_xx_f15_p40_v30_t40,xx,variant,1,2236,0.936,0.2979337197422773,1.7429577587514615,0.2979337197422773,1.7429577587514615,0.06358834773062322,1.4278100782341783,0.23434537201165398,1.8094645038131023,0.015885683530203643,1.5968640144620634,0.015885683530203643,1.5968640144620634
factor_xx_f15_p60_v30_t20,xx,variant,1,2236,0.944,0.2978976310010049,1.741736822137697,0.2978976310010049,1.741736822137697,0.06308306039105432,1.390458275560719,0.23481457060995062,1.824490729585037,0.016119451744082584,1.5950058004966483,0.016119451744082584,1.5950058004966483
factor_xx_f16_w10,xx,variant,1,2236,1.0,0.2647900399845937,1.7397837064143074,0.2647900399845937,1.7397837064143074,0.06314859243856001,1.0905733590284048,0.20164144754603366,2.0510309767401647,0.014929147886720884,1.5518217673998378,0.014929147886720884,1.5518217673998378
factor_xx_f15_p40_v40_t40,xx,variant,1,2236,0.936,0.2962838079832207,1.7372476908465249,0.2962838079832207,1.7372476908465249,0.06374720717347779,1.4350275064042106,0.23253660080974292,1.7996389928098695,0.01574303945599866,1.5902979529213888,0.01574303945599866,1.5902979529213888
factor_xx_f16_w5,xx,variant,1,2236,1.0,0.25495897676509166,1.7354279457684705,0.25495897676509166,1.7354279457684705,0.05702239172123834,1.013345122227571,0.19793658504385334,2.089532757620039,0.01480339006067829,1.595698770199452,0.01480339006067829,1.595698770199452
factor_xx_f43_s30_l240,xx,variant,1,2236,0.852,0.24714991790707078,1.7337076765675257,0.24714991790707078,1.7337076765675257,0.06886325935631117,1.5193121477215699,0.17828665855075954,1.663171044346675,0.0129377764105264,1.5594069137926514,0.0129377764105264,1.5594069137926514
factor_xx_f15_p60_v40_t20,xx,variant,1,2236,0.944,0.29618426140094517,1.7300531444266194,0.29618426140094517,1.7300531444266194,0.0630661812752819,1.3918648555279582,0.23311808012566318,1.8083063806248068,0.01594167374652248,1.5809160041071817,0.01594167374652248,1.5809160041071817
factor_xx_f15_p60_v20_t30,xx,variant,1,2236,0.938,0.2964926517368146,1.7299632456880234,0.2964926517368146,1.7299632456880234,0.0630997537523616,1.3875965489242414,0.23339289798445298,1.8097087387019064,0.016034292277242602,1.5817219852392248,0.016034292277242602,1.5817219852392248
factor_xx_f15_p60_v15_t40,xx,variant,1,2236,0.936,0.29758689852032894,1.7238971875437952,0.29758689852032894,1.7238971875437952,0.06336402252415706,1.3907653036611853,0.23422287599617184,1.7992982971441265,0.016044751032673384,1.575075111381875,0.016044751032673384,1.575075111381875
factor_xx_f43_s20_l60,xx,variant,1,2236,0.924,0.2033762130601225,1.7132074881747772,0.2033762130601225,1.7132074881747772,0.04737658195052973,0.987727754187481,0.1559996311095928,1.910948027284025,0.012552334533228456,1.7438160581712472,0.012552334533228456,1.7438160581712472
factor_xx_f19_lag40_fw30,xx,variant,1,2236,0.938,0.27556030903843226,1.7070999593989495,0.27556030903843226,1.7070999593989495,0.09176347210739112,1.6943218436431093,0.1837968369310411,1.6490216665518151,0.0172036157909087,1.702848340185473,0.0172036157909087,1.702848340185473
factor_xx_f15_p60_v20_t40,xx,variant,1,2236,0.936,0.2936155531698051,1.7067936266605168,0.2936155531698051,1.7067936266605168,0.06312372652683554,1.3883838395817203,0.2304918266429695,1.7776414521703794,0.015763558598360258,1.5537028413495262,0.015763558598360258,1.5537028413495262
factor_xx_f43_s40_l180,xx,variant,1,2236,0.887,0.21915295239814805,1.7054905912014444,0.21915295239814805,1.7054905912014444,0.06978266604088208,1.5565143114545388,0.14937028635726593,1.6039689267770967,0.012177968716984981,1.5631911913674732,0.012177968716984981,1.5631911913674732
factor_xx_f15_p60_v30_t30,xx,variant,1,2236,0.938,0.28948847753643925,1.697050876486482,0.28948847753643925,1.697050876486482,0.06287820901430186,1.3891678405814647,0.22661026852213734,1.7655467904568887,0.015524415750711864,1.5413635744165717,0.015524415750711864,1.5413635744165717
factor_xx_f19_lag40_fw60,xx,variant,1,2236,0.924,0.27309429045641803,1.6880091740132992,0.27309429045641803,1.6880091740132992,0.09222863901445313,1.7335414081506535,0.18086565144196493,1.6041228203716604,0.016818203279757964,1.6716633694130212,0.016818203279757964,1.6716633694130212
factor_xx_f15_p60_v40_t30,xx,variant,1,2236,0.938,0.2876063885970888,1.6860998025673932,0.2876063885970888,1.6860998025673932,0.06284033792983032,1.3905721667693463,0.2247660506672585,1.750486901141816,0.015348659100608392,1.5283861652689053,0.015348659100608392,1.5283861652689053
factor_xx_f19_lag40_fw40,xx,variant,1,2236,0.936,0.27177953722888804,1.6839503921510892,0.27177953722888804,1.6839503921510892,0.09217923671919089,1.7162020451000888,0.1796003005096971,1.6057454267827784,0.016851127062142878,1.6716881339671619,0.016851127062142878,1.6716881339671619
factor_xx_f43_s30_l120,xx,variant,1,2236,0.902,0.21341250342334395,1.6817827830013647,0.21341250342334395,1.6817827830013647,0.056529673042614435,1.229124831052128,0.1568828303807295,1.72461423976363,0.012390729819154796,1.6193473098796993,0.012390729819154796,1.6193473098796993
factor_xx_f15_p60_v30_t40,xx,variant,1,2236,0.936,0.28621664789702017,1.673198019221015,0.28621664789702017,1.673198019221015,0.06281221397689532,1.3886802480611524,0.2234044339201249,1.7331807658655496,0.015240090268338287,1.5129167006698006,0.015240090268338287,1.5129167006698006
factor_xx_f16_w15,xx,variant,1,2236,1.0,0.25698788621220087,1.661848410381325,0.25698788621220087,1.661848410381325,0.062228832531019115,1.0604585733783791,0.19475905368118174,1.9519333940711956,0.014280713003704856,1.4604967517246759,0.014280713003704856,1.4604967517246759
factor_xx_f15_p60_v40_t40,xx,variant,1,2236,0.936,0.2833576629000071,1.6615378214634609,0.2833576629000071,1.6615378214634609,0.06276351935292382,1.3922560305586487,0.22059414354708332,1.7166399031048711,0.015031564451004708,1.4999807161161558,0.015031564451004708,1.4999807161161558
factor_xx_f43_s40_l240,xx,variant,1,2236,0.852,0.22408812257992083,1.6414747644550665,0.22408812257992083,1.6414747644550665,0.07181299960334264,1.5821847685775938,0.1522751229765782,1.510808229593162,0.01181171053436144,1.4544573817104618,0.01181171053436144,1.4544573817104618
factor_xx_f16_w20,xx,variant,1,2236,1.0,0.2516398919270464,1.6133399793632544,0.2516398919270464,1.6133399793632544,0.06218358713750561,1.0526579384355639,0.18945630478954073,1.8844557951444367,0.013770173413952898,1.3968413673245044,0.013770173413952898,1.3968413673245044
factor_xx_f43_s40_l120,xx,variant,1,2236,0.902,0.19297348156686717,1.6113096789240084,0.19297348156686717,1.6113096789240084,0.06026145509138711,1.3019157539215727,0.13271202647548005,1.5849797420705691,0.011338430851371206,1.5300454153609602,0.011338430851371206,1.5300454153609602
factor_xx_f19_lag60_fw5,xx,variant,1,2236,0.947,0.2612241563004437,1.6097979944532321,0.2612241563004437,1.6097979944532321,0.07538032614123638,1.3705600356596634,0.18584383015920738,1.6713738289074933,0.01633489356464859,1.6070869817387077,0.01633489356464859,1.6070869817387077
factor_xx_f19_lag60_fw10,xx,variant,1,2236,0.946,0.2618392277573546,1.5930079450604333,0.2618392277573546,1.5930079450604333,0.08160503239134718,1.458433813157137,0.18023419536600735,1.6031592252613984,0.016411039251919342,1.5889089342055376,0.016411039251919342,1.5889089342055376
factor_xx_f19_lag60_fw15,xx,variant,1,2236,0.946,0.25846146820195315,1.5716894794340894,0.25846146820195315,1.5716894794340894,0.08421099591119394,1.5026639175172165,0.17425047229075918,1.5507591791024677,0.01619177748768106,1.5645838110700563,0.01619177748768106,1.5645838110700563
factor_xx_f43_s30_l90,xx,variant,1,2236,0.914,0.18737986491555628,1.5649805392130474,0.18737986491555628,1.5649805392130474,0.05172966909402915,1.092034507528707,0.13565019582152713,1.6346728266664183,0.01119595380608937,1.5230936253974197,0.01119595380608937,1.5230936253974197
factor_xx_f19_lag60_fw20,xx,variant,1,2236,0.944,0.25628442917323696,1.561549664835361,0.25628442917323696,1.561549664835361,0.08464953315517512,1.5150873693660936,0.17163489601806187,1.5294700218071817,0.016009192862556424,1.5491666092222782,0.016009192862556424,1.5491666092222782
factor_xx_f19_lag60_fw30,xx,variant,1,2236,0.938,0.24602462486239185,1.5054262830073717,0.24602462486239185,1.5054262830073717,0.08421491808856416,1.5147764412475948,0.16180970677382767,1.4469477217938949,0.015238947197925989,1.4816411306933768,0.015238947197925989,1.4816411306933768
factor_xx_f16_w30,xx,variant,1,2236,1.0,0.2345211184610894,1.4938344404542405,0.2345211184610894,1.4938344404542405,0.061281084909661714,1.0281175888355283,0.1732400335514277,1.7165650465800895,0.012428068490595115,1.2541812795997656,0.012428068490595115,1.2541812795997656
factor_xx_f43_s40_l90,xx,variant,1,2236,0.914,0.16642889883181186,1.476842354954846,0.16642889883181186,1.476842354954846,0.05509296678273225,1.1468976168278127,0.11133593204907961,1.4765160323955457,0.010021143486613827,1.4168110636545492,0.010021143486613827,1.4168110636545492
factor_xx_f19_lag60_fw40,xx,variant,1,2236,0.936,0.2381083404644461,1.4633340062884452,0.2381083404644461,1.4633340062884452,0.08436057008276661,1.5296444180224533,0.1537477703816795,1.3783535689478001,0.014610531481041215,1.4276412056178691,0.014610531481041215,1.4276412056178691
factor_xx_f19_lag60_fw60,xx,variant,1,2236,0.924,0.23509267085879573,1.4507674223597113,0.23509267085879573,1.4507674223597113,0.08392229252194927,1.5397514951924214,0.1511703783368465,1.3554864510082454,0.014305809676136528,1.4083584428136064,0.014305809676136528,1.4083584428136064
factor_xx_f43_s30_l60,xx,variant,1,2236,0.924,0.15779536882295364,1.4430768176627793,0.15779536882295364,1.4430768176627793,0.050109507061413656,1.0206926470039417,0.10768586176153998,1.5145352761120516,0.009737241363272375,1.4300684053799528,0.009737241363272375,1.4300684053799528
factor_xx_f16_w40,xx,variant,1,2236,1.0,0.22441343016001286,1.4232522880440592,0.22441343016001286,1.4232522880440592,0.06284972009801434,1.0477631906227933,0.16156371006199854,1.5975573514983599,0.011510367989978868,1.1608286200630304,0.011510367989978868,1.1608286200630304
factor_xx_f43_s40_l60,xx,variant,1,2236,0.924,0.1443876967080784,1.4180517076813255,0.1443876967080784,1.4180517076813255,0.05595369513194915,1.1232904703171211,0.0884340015761293,1.404956207755303,0.008854841690662642,1.3869177935271848,0.008854841690662642,1.3869177935271848
